tract,total_pop_20,bpop_20,hpop_20,asian_nhpi_pop_20,amin_pop_20,other_pop_20,white_pop_20,total_vap_20,bvap_20,hvap_20,asian_nhpi_vap_20,amin_vap_20,other_vap_20,white_vap_20,pres_08_dem,pres_08_rep,pres_12_dem,pres_12_rep,pres_16_dem,pres_16_rep,gov_18_dem,gov_18_rep,ag_18_dem,ag_18_rep,pres_20_dem,pres_20_rep
06001400100,3038.0,211.0,198.0,690.0,19.0,80.0,1840.0,2633.0,168.0,146.0,568.0,18.0,53.0,1680.0,1495.0,286.0,1500.0,293.0,1641.0,174.0,1565.0,243.0,1541.0,241.0,1907.0,207.0
06001400200,2001.0,75.0,197.0,300.0,12.0,34.0,1383.0,1652.0,54.0,141.0,227.0,8.0,30.0,1192.0,1200.0,95.0,1199.0,103.0,1249.0,68.0,1248.0,98.0,1241.0,103.0,1407.0,73.0
06001400300,5504.0,712.0,507.0,834.0,36.0,122.0,3293.0,4654.0,588.0,392.0,650.0,35.0,102.0,2887.0,3059.0,143.0,2795.0,132.0,2976.0,109.0,3051.0,169.0,3017.0,161.0,3518.0,148.0
06001400400,4112.0,391.0,349.0,604.0,30.0,62.0,2676.0,3421.0,306.0,278.0,465.0,22.0,59.0,2291.0,2654.0,71.0,2377.0,71.0,2427.0,55.0,2473.0,105.0,2466.0,98.0,2564.0,66.0
06001400500,3644.0,749.0,406.0,480.0,28.0,83.0,1898.0,3087.0,657.0,325.0,381.0,27.0,65.0,1632.0,2241.0,45.0,2044.0,41.0,2100.0,32.0,2148.0,56.0,2132.0,57.0,2188.0,61.0
06001400600,1788.0,528.0,162.0,186.0,21.0,82.0,809.0,1494.0,440.0,126.0,153.0,19.0,59.0,697.0,980.0,18.0,926.0,11.0,915.0,16.0,944.0,32.0,939.0,37.0,1056.0,34.0
06001400700,4508.0,1396.0,565.0,573.0,36.0,96.0,1842.0,3866.0,1209.0,452.0,478.0,30.0,81.0,1616.0,2142.0,26.0,2233.0,30.0,2436.0,44.0,2402.0,72.0,2374.0,70.0,2797.0,67.0
06001400800,3917.0,1134.0,442.0,705.0,25.0,80.0,1531.0,3332.0,913.0,370.0,601.0,20.0,61.0,1367.0,1597.0,35.0,1683.0,36.0,1865.0,52.0,2091.0,114.0,2085.0,83.0,2062.0,91.0
06001400900,2514.0,781.0,319.0,327.0,17.0,47.0,1023.0,2121.0,622.0,259.0,265.0,17.0,29.0,929.0,1140.0,19.0,1110.0,22.0,1245.0,25.0,1143.0,48.0,1126.0,34.0,1455.0,47.0
06001401000,6097.0,2120.0,884.0,764.0,45.0,96.0,2188.0,5198.0,1728.0,715.0,700.0,35.0,68.0,1952.0,2416.0,43.0,2571.0,37.0,2845.0,59.0,2900.0,108.0,2879.0,83.0,3363.0,108.0
06001401100,4966.0,1083.0,649.0,836.0,49.0,92.0,2257.0,4319.0,817.0,551.0,741.0,38.0,79.0,2093.0,2104.0,85.0,2124.0,70.0,2327.0,73.0,2367.0,106.0,2357.0,98.0,2592.0,106.0
06001401200,2989.0,376.0,373.0,510.0,17.0,59.0,1654.0,2617.0,304.0,311.0,428.0,14.0,55.0,1505.0,1562.0,64.0,1473.0,34.0,1534.0,30.0,1615.0,58.0,1624.0,58.0,1739.0,67.0
06001401300,5887.0,1415.0,1059.0,1317.0,74.0,77.0,1945.0,5359.0,1228.0,938.0,1212.0,62.0,65.0,1854.0,1021.0,54.0,1100.0,37.0,1406.0,46.0,1539.0,75.0,1542.0,62.0,2188.0,133.0
06001401400,5355.0,1825.0,1198.0,755.0,72.0,79.0,1426.0,4492.0,1472.0,961.0,668.0,67.0,58.0,1266.0,1342.0,27.0,1274.0,18.0,1477.0,54.0,1509.0,84.0,1492.0,76.0,1978.0,111.0
06001401500,2661.0,1074.0,434.0,261.0,25.0,48.0,819.0,2302.0,891.0,352.0,237.0,23.0,44.0,755.0,967.0,18.0,871.0,16.0,966.0,32.0,940.0,42.0,938.0,36.0,989.0,55.0
06001401600,2971.0,912.0,748.0,406.0,45.0,59.0,801.0,2443.0,692.0,602.0,332.0,42.0,52.0,723.0,675.0,12.0,728.0,9.0,808.0,18.0,849.0,34.0,844.0,28.0,1187.0,64.0
06001401700,6121.0,1501.0,1502.0,1087.0,68.0,102.0,1861.0,5513.0,1249.0,1348.0,993.0,68.0,95.0,1760.0,828.0,21.0,1026.0,22.0,1392.0,41.0,1452.0,91.0,1445.0,76.0,2200.0,109.0
06001401800,1981.0,909.0,376.0,134.0,15.0,51.0,496.0,1685.0,731.0,305.0,120.0,9.0,46.0,474.0,673.0,16.0,650.0,13.0,704.0,17.0,692.0,36.0,689.0,26.0,706.0,38.0
06001402200,3250.0,968.0,877.0,441.0,40.0,45.0,879.0,2767.0,751.0,747.0,396.0,35.0,38.0,800.0,886.0,30.0,906.0,23.0,926.0,18.0,979.0,46.0,975.0,38.0,1160.0,65.0
06001402400,2459.0,1093.0,303.0,455.0,14.0,41.0,553.0,2130.0,938.0,237.0,421.0,14.0,37.0,483.0,907.0,27.0,885.0,19.0,994.0,28.0,929.0,55.0,925.0,47.0,1026.0,50.0
06001402500,2010.0,1109.0,151.0,298.0,5.0,45.0,402.0,1434.0,816.0,112.0,213.0,3.0,27.0,263.0,596.0,18.0,604.0,18.0,591.0,32.0,461.0,39.0,444.0,39.0,718.0,47.0
06001402600,1226.0,365.0,104.0,531.0,9.0,3.0,214.0,1093.0,304.0,72.0,503.0,7.0,3.0,204.0,371.0,45.0,404.0,15.0,364.0,22.0,336.0,30.0,325.0,30.0,434.0,34.0
06001402700,1827.0,822.0,334.0,215.0,7.0,35.0,414.0,1522.0,685.0,227.0,203.0,5.0,28.0,374.0,568.0,20.0,637.0,11.0,637.0,21.0,647.0,36.0,640.0,33.0,736.0,41.0
06001402801,2941.0,1092.0,247.0,841.0,9.0,27.0,725.0,2599.0,902.0,211.0,783.0,9.0,20.0,674.0,291.0,38.0,695.0,30.0,875.0,38.0,879.0,38.0,867.0,42.0,1096.0,71.0
06001402802,1453.0,640.0,137.0,325.0,22.0,18.0,311.0,1368.0,607.0,124.0,294.0,21.0,15.0,307.0,394.0,50.0,371.0,21.0,437.0,35.0,407.0,31.0,401.0,29.0,526.0,44.0
06001402900,1917.0,417.0,166.0,763.0,2.0,10.0,559.0,1804.0,379.0,154.0,712.0,2.0,10.0,547.0,504.0,64.0,434.0,31.0,507.0,50.0,495.0,43.0,489.0,42.0,853.0,62.0
06001403000,3007.0,147.0,90.0,2516.0,7.0,9.0,238.0,2789.0,133.0,80.0,2325.0,7.0,9.0,235.0,658.0,186.0,650.0,97.0,700.0,132.0,605.0,137.0,576.0,118.0,788.0,167.0
06001403100,1690.0,277.0,142.0,787.0,5.0,21.0,458.0,1566.0,254.0,132.0,718.0,5.0,18.0,439.0,364.0,31.0,615.0,26.0,619.0,39.0,645.0,47.0,643.0,46.0,684.0,68.0
06001403301,1999.0,258.0,96.0,1445.0,2.0,12.0,186.0,1723.0,218.0,83.0,1247.0,2.0,9.0,164.0,484.0,86.0,294.0,29.0,345.0,38.0,296.0,39.0,277.0,42.0,525.0,113.0
06001403302,3220.0,523.0,378.0,990.0,19.0,49.0,1261.0,3021.0,494.0,334.0,909.0,15.0,41.0,1228.0,755.0,83.0,1011.0,99.0,1197.0,66.0,928.0,75.0,914.0,71.0,1576.0,120.0
06001403401,3031.0,540.0,355.0,897.0,13.0,48.0,1178.0,2839.0,453.0,325.0,845.0,13.0,48.0,1155.0,1244.0,127.0,1250.0,96.0,1420.0,95.0,1453.0,116.0,1434.0,108.0,1507.0,118.0
06001403402,1524.0,396.0,183.0,435.0,13.0,34.0,463.0,1360.0,356.0,157.0,351.0,12.0,27.0,457.0,406.0,39.0,525.0,35.0,596.0,24.0,575.0,43.0,569.0,39.0,687.0,41.0
06001403501,5880.0,1538.0,542.0,1563.0,53.0,79.0,2105.0,5355.0,1298.0,488.0,1454.0,53.0,75.0,1987.0,1901.0,115.0,1980.0,90.0,2266.0,114.0,2133.0,142.0,2135.0,124.0,3084.0,178.0
06001403502,2148.0,448.0,278.0,382.0,17.0,27.0,996.0,1972.0,393.0,253.0,347.0,13.0,19.0,947.0,1133.0,86.0,1038.0,42.0,1151.0,40.0,1136.0,62.0,1125.0,61.0,1213.0,62.0
06001403600,4717.0,1455.0,525.0,804.0,24.0,79.0,1830.0,4247.0,1243.0,475.0,718.0,22.0,67.0,1722.0,2192.0,97.0,2101.0,85.0,2438.0,87.0,2391.0,111.0,2375.0,102.0,2812.0,115.0
06001403701,2786.0,513.0,318.0,500.0,19.0,44.0,1392.0,2615.0,457.0,291.0,461.0,19.0,39.0,1348.0,1587.0,97.0,1500.0,83.0,1688.0,54.0,1562.0,75.0,1567.0,69.0,1794.0,64.0
06001403702,2149.0,470.0,200.0,347.0,13.0,51.0,1068.0,1951.0,376.0,169.0,318.0,13.0,51.0,1024.0,1230.0,96.0,1026.0,48.0,1066.0,48.0,1144.0,60.0,1140.0,59.0,1101.0,62.0
06001403800,3710.0,471.0,354.0,656.0,19.0,52.0,2158.0,3222.0,376.0,288.0,550.0,17.0,43.0,1948.0,2210.0,147.0,2073.0,122.0,2308.0,84.0,2207.0,136.0,2181.0,129.0,2493.0,113.0
06001403900,3943.0,634.0,416.0,665.0,26.0,92.0,2110.0,3545.0,564.0,359.0,596.0,26.0,79.0,1921.0,2174.0,137.0,2008.0,111.0,2189.0,97.0,2168.0,122.0,2147.0,125.0,2354.0,102.0
06001404000,3049.0,453.0,346.0,559.0,36.0,63.0,1592.0,2732.0,379.0,284.0,495.0,30.0,59.0,1485.0,1766.0,99.0,1593.0,79.0,1751.0,61.0,1756.0,115.0,1734.0,92.0,2064.0,83.0
06001404101,3139.0,265.0,324.0,494.0,28.0,83.0,1945.0,2810.0,206.0,274.0,451.0,22.0,78.0,1779.0,1995.0,134.0,1694.0,112.0,1851.0,76.0,1853.0,106.0,1856.0,91.0,2099.0,78.0
06001404102,2516.0,232.0,243.0,422.0,17.0,53.0,1549.0,2369.0,216.0,219.0,400.0,16.0,46.0,1472.0,1258.0,94.0,1425.0,87.0,1640.0,58.0,1358.0,77.0,1345.0,68.0,1688.0,66.0
06001404200,3641.0,302.0,261.0,678.0,16.0,77.0,2307.0,2846.0,224.0,187.0,477.0,11.0,49.0,1898.0,1922.0,329.0,1755.0,307.0,1926.0,167.0,1931.0,233.0,1899.0,234.0,2163.0,162.0
06001404300,3416.0,191.0,219.0,661.0,23.0,61.0,2261.0,2700.0,138.0,148.0,468.0,15.0,54.0,1877.0,1921.0,280.0,1861.0,350.0,2041.0,170.0,1914.0,254.0,1883.0,250.0,2268.0,134.0
06001404400,5621.0,428.0,424.0,1285.0,39.0,100.0,3345.0,4532.0,299.0,305.0,949.0,35.0,79.0,2865.0,2818.0,431.0,2725.0,489.0,3060.0,291.0,2863.0,409.0,2834.0,374.0,3611.0,337.0
06001404501,1771.0,100.0,117.0,320.0,17.0,44.0,1173.0,1402.0,81.0,73.0,238.0,17.0,29.0,964.0,1002.0,191.0,931.0,197.0,981.0,109.0,990.0,178.0,981.0,171.0,1170.0,124.0
06001404502,6194.0,506.0,519.0,1079.0,43.0,136.0,3911.0,4970.0,389.0,391.0,783.0,35.0,92.0,3280.0,3437.0,496.0,3206.0,499.0,3519.0,294.0,3420.0,407.0,3379.0,393.0,4062.0,310.0
06001404600,4551.0,328.0,361.0,791.0,32.0,99.0,2940.0,3757.0,248.0,268.0,601.0,23.0,67.0,2550.0,2628.0,412.0,2480.0,422.0,2756.0,215.0,2637.0,336.0,2601.0,327.0,3125.0,242.0
06001404700,1982.0,218.0,171.0,293.0,20.0,41.0,1239.0,1607.0,177.0,114.0,222.0,18.0,32.0,1044.0,1203.0,162.0,1132.0,138.0,1269.0,69.0,1232.0,108.0,1202.0,111.0,1376.0,80.0
06001404800,2757.0,477.0,443.0,528.0,24.0,39.0,1246.0,2231.0,370.0,314.0,429.0,23.0,36.0,1059.0,1385.0,118.0,1290.0,87.0,1401.0,92.0,1335.0,118.0,1343.0,89.0,1623.0,90.0
06001404900,4458.0,610.0,501.0,962.0,31.0,73.0,2281.0,3640.0,505.0,382.0,763.0,27.0,53.0,1910.0,2297.0,193.0,2242.0,139.0,2432.0,134.0,2425.0,203.0,2431.0,171.0,2718.0,184.0
06001405000,3313.0,334.0,295.0,553.0,28.0,67.0,2036.0,2679.0,267.0,215.0,433.0,24.0,49.0,1691.0,1628.0,140.0,1774.0,187.0,1907.0,118.0,1814.0,169.0,1795.0,157.0,2161.0,145.0
06001405100,4363.0,495.0,319.0,682.0,13.0,102.0,2752.0,3343.0,381.0,224.0,476.0,10.0,75.0,2177.0,2830.0,327.0,2408.0,274.0,2663.0,157.0,2533.0,259.0,2500.0,253.0,2990.0,187.0
06001405200,4839.0,803.0,552.0,1448.0,48.0,88.0,1900.0,4266.0,669.0,462.0,1282.0,36.0,75.0,1742.0,2383.0,219.0,2316.0,168.0,2524.0,155.0,2529.0,168.0,2505.0,154.0,2686.0,163.0
06001405301,2991.0,621.0,478.0,575.0,31.0,40.0,1246.0,2695.0,545.0,394.0,497.0,25.0,38.0,1196.0,1441.0,75.0,1297.0,54.0,1591.0,52.0,1500.0,70.0,1481.0,72.0,1519.0,112.0
06001405302,2797.0,514.0,372.0,1050.0,16.0,24.0,821.0,2525.0,467.0,303.0,952.0,11.0,22.0,770.0,892.0,94.0,947.0,71.0,1013.0,75.0,982.0,87.0,959.0,87.0,1311.0,113.0
06001405401,3875.0,772.0,716.0,1619.0,26.0,44.0,698.0,3276.0,666.0,528.0,1373.0,26.0,32.0,651.0,840.0,110.0,775.0,56.0,969.0,58.0,961.0,93.0,923.0,96.0,1082.0,182.0
06001405402,3171.0,709.0,684.0,1302.0,20.0,17.0,439.0,2535.0,589.0,495.0,1039.0,11.0,13.0,388.0,668.0,71.0,695.0,39.0,760.0,43.0,632.0,61.0,615.0,63.0,874.0,148.0
06001405500,3844.0,773.0,612.0,1539.0,27.0,44.0,849.0,3268.0,627.0,481.0,1309.0,27.0,42.0,782.0,1244.0,97.0,1128.0,52.0,1251.0,72.0,1253.0,84.0,1249.0,81.0,1727.0,151.0
06001405600,3224.0,681.0,470.0,1103.0,28.0,41.0,901.0,2709.0,551.0,359.0,926.0,27.0,37.0,809.0,1191.0,71.0,1061.0,42.0,1299.0,73.0,1232.0,88.0,1218.0,72.0,1458.0,128.0
06001405700,3423.0,963.0,622.0,1188.0,33.0,38.0,579.0,2785.0,804.0,469.0,969.0,28.0,28.0,487.0,906.0,55.0,1058.0,50.0,1196.0,72.0,1044.0,78.0,1035.0,66.0,1317.0,118.0
06001405800,4320.0,839.0,853.0,2083.0,17.0,52.0,476.0,3317.0,589.0,596.0,1675.0,13.0,40.0,404.0,948.0,97.0,801.0,42.0,967.0,82.0,774.0,104.0,763.0,88.0,1042.0,196.0
06001405901,4279.0,648.0,1767.0,1526.0,27.0,22.0,289.0,3239.0,448.0,1268.0,1238.0,23.0,16.0,246.0,672.0,110.0,685.0,49.0,744.0,46.0,623.0,70.0,616.0,60.0,1001.0,194.0
06001405902,3181.0,512.0,795.0,1564.0,12.0,18.0,280.0,2516.0,388.0,592.0,1286.0,8.0,12.0,230.0,586.0,101.0,594.0,39.0,695.0,54.0,583.0,76.0,574.0,73.0,772.0,149.0
06001406000,5223.0,947.0,1155.0,1887.0,47.0,59.0,1128.0,4454.0,799.0,880.0,1614.0,40.0,54.0,1067.0,1023.0,105.0,849.0,77.0,1038.0,107.0,1254.0,144.0,1242.0,124.0,1358.0,262.0
06001406100,5887.0,977.0,2812.0,816.0,57.0,52.0,1173.0,4835.0,800.0,2172.0,699.0,50.0,42.0,1072.0,1110.0,101.0,1149.0,80.0,1369.0,85.0,1218.0,133.0,1219.0,108.0,1464.0,178.0
06001406201,5019.0,803.0,2371.0,1502.0,35.0,22.0,286.0,3767.0,637.0,1651.0,1183.0,34.0,9.0,253.0,721.0,62.0,676.0,58.0,793.0,59.0,675.0,63.0,663.0,49.0,999.0,150.0
06001406202,4769.0,593.0,3078.0,712.0,42.0,31.0,313.0,3460.0,478.0,2111.0,574.0,24.0,14.0,259.0,517.0,57.0,583.0,43.0,696.0,38.0,581.0,62.0,567.0,56.0,949.0,141.0
06001406300,3989.0,761.0,1390.0,1338.0,11.0,28.0,461.0,3061.0,601.0,983.0,1069.0,6.0,16.0,386.0,889.0,97.0,848.0,58.0,904.0,52.0,844.0,88.0,842.0,76.0,1107.0,145.0
06001406400,2211.0,633.0,438.0,553.0,12.0,22.0,553.0,1864.0,525.0,333.0,480.0,4.0,20.0,502.0,780.0,73.0,684.0,48.0,605.0,38.0,691.0,62.0,683.0,55.0,821.0,80.0
06001406500,6196.0,1219.0,2886.0,1425.0,34.0,40.0,592.0,4730.0,929.0,2041.0,1178.0,30.0,28.0,524.0,1326.0,173.0,1255.0,97.0,1437.0,92.0,1275.0,138.0,1271.0,119.0,1751.0,224.0
06001406601,4834.0,1292.0,1242.0,1432.0,26.0,40.0,802.0,3821.0,1008.0,885.0,1191.0,26.0,33.0,678.0,1576.0,154.0,1444.0,87.0,1526.0,106.0,1406.0,127.0,1373.0,115.0,1811.0,241.0
06001406602,2554.0,676.0,767.0,675.0,15.0,11.0,410.0,2009.0,529.0,557.0,554.0,12.0,10.0,347.0,715.0,73.0,666.0,44.0,759.0,42.0,682.0,57.0,663.0,58.0,977.0,103.0
06001406700,5567.0,948.0,634.0,1180.0,59.0,96.0,2650.0,4607.0,763.0,485.0,959.0,36.0,66.0,2298.0,2545.0,287.0,2661.0,241.0,2873.0,158.0,2765.0,228.0,2722.0,212.0,3207.0,228.0
06001406800,3569.0,621.0,501.0,981.0,17.0,56.0,1393.0,2908.0,456.0,374.0,821.0,15.0,39.0,1203.0,1584.0,198.0,1418.0,156.0,1690.0,141.0,1671.0,185.0,1650.0,161.0,2183.0,199.0
06001406900,3839.0,922.0,588.0,850.0,35.0,49.0,1395.0,3044.0,686.0,423.0,683.0,30.0,34.0,1188.0,1641.0,204.0,1614.0,169.0,1796.0,119.0,1733.0,148.0,1702.0,144.0,2033.0,171.0
06001407000,6079.0,1374.0,1980.0,1729.0,42.0,71.0,883.0,4770.0,1047.0,1418.0,1443.0,35.0,55.0,772.0,1584.0,188.0,1630.0,119.0,1571.0,138.0,1510.0,145.0,1460.0,149.0,2085.0,267.0
06001407101,3558.0,549.0,1927.0,731.0,16.0,24.0,311.0,2728.0,448.0,1365.0,613.0,10.0,21.0,271.0,754.0,62.0,579.0,35.0,629.0,45.0,686.0,64.0,686.0,57.0,1002.0,129.0
06001407102,4382.0,799.0,2000.0,989.0,34.0,29.0,531.0,3390.0,631.0,1447.0,817.0,23.0,16.0,456.0,1109.0,105.0,1157.0,84.0,1290.0,87.0,1027.0,107.0,1019.0,105.0,1304.0,166.0
06001407200,6823.0,551.0,4885.0,766.0,55.0,41.0,525.0,5056.0,423.0,3506.0,607.0,38.0,30.0,452.0,968.0,107.0,969.0,72.0,1124.0,83.0,963.0,121.0,978.0,104.0,1479.0,207.0
06001407300,3943.0,675.0,2160.0,388.0,34.0,31.0,655.0,3041.0,535.0,1597.0,293.0,26.0,20.0,570.0,610.0,33.0,538.0,26.0,595.0,32.0,548.0,45.0,551.0,37.0,701.0,62.0
06001407400,4412.0,868.0,2919.0,442.0,26.0,15.0,142.0,3202.0,690.0,2006.0,355.0,16.0,11.0,124.0,731.0,27.0,697.0,33.0,726.0,36.0,571.0,62.0,566.0,56.0,887.0,94.0
06001407500,4383.0,1270.0,2474.0,364.0,20.0,25.0,230.0,3149.0,995.0,1682.0,265.0,8.0,11.0,188.0,864.0,34.0,796.0,28.0,801.0,16.0,625.0,38.0,618.0,31.0,1041.0,95.0
06001407600,6390.0,2094.0,2291.0,841.0,41.0,71.0,1052.0,4900.0,1659.0,1616.0,678.0,36.0,55.0,856.0,1951.0,117.0,2055.0,83.0,2069.0,78.0,1879.0,142.0,1857.0,126.0,2525.0,180.0
06001407700,4465.0,1889.0,705.0,468.0,29.0,90.0,1284.0,3642.0,1574.0,525.0,375.0,17.0,70.0,1081.0,2353.0,80.0,2259.0,68.0,2295.0,77.0,2297.0,131.0,2270.0,112.0,2532.0,126.0
06001407800,2373.0,789.0,491.0,296.0,12.0,30.0,755.0,1927.0,626.0,373.0,236.0,8.0,22.0,662.0,975.0,36.0,1047.0,39.0,1093.0,40.0,1082.0,69.0,1077.0,52.0,1258.0,74.0
06001407900,3081.0,740.0,497.0,615.0,22.0,53.0,1154.0,2463.0,561.0,363.0,492.0,20.0,37.0,990.0,1466.0,155.0,1359.0,133.0,1442.0,103.0,1423.0,148.0,1433.0,130.0,1565.0,129.0
06001408000,2630.0,381.0,212.0,600.0,15.0,42.0,1380.0,2231.0,305.0,165.0,494.0,15.0,34.0,1218.0,1457.0,235.0,1283.0,183.0,1455.0,134.0,1350.0,201.0,1325.0,185.0,1571.0,151.0
06001408100,6712.0,1948.0,621.0,1745.0,37.0,86.0,2275.0,5588.0,1603.0,462.0,1445.0,29.0,64.0,1985.0,3052.0,520.0,3087.0,529.0,3459.0,397.0,3235.0,474.0,3180.0,446.0,4055.0,479.0
06001408200,4471.0,2069.0,1093.0,354.0,31.0,67.0,857.0,3466.0,1608.0,767.0,267.0,15.0,56.0,753.0,1768.0,60.0,1652.0,59.0,1737.0,75.0,1627.0,105.0,1605.0,93.0,2129.0,132.0
06001408300,4791.0,1902.0,1118.0,494.0,40.0,68.0,1169.0,3791.0,1482.0,794.0,393.0,32.0,54.0,1036.0,2183.0,114.0,1988.0,86.0,1956.0,100.0,1939.0,151.0,1919.0,131.0,2173.0,129.0
06001408400,3927.0,1603.0,1914.0,172.0,22.0,46.0,170.0,2908.0,1280.0,1283.0,139.0,22.0,34.0,150.0,1010.0,14.0,970.0,23.0,980.0,28.0,829.0,53.0,811.0,46.0,1297.0,77.0
06001408500,5752.0,2210.0,2996.0,284.0,28.0,29.0,205.0,4128.0,1691.0,2021.0,207.0,25.0,22.0,162.0,1422.0,15.0,1363.0,12.0,1343.0,49.0,1075.0,79.0,1066.0,63.0,1412.0,115.0
06001408600,6167.0,2286.0,3136.0,367.0,21.0,45.0,312.0,4603.0,1784.0,2224.0,289.0,19.0,30.0,257.0,1595.0,33.0,1552.0,26.0,1506.0,49.0,1257.0,67.0,1227.0,65.0,1821.0,120.0
06001408700,7774.0,3044.0,3649.0,471.0,26.0,54.0,530.0,5795.0,2368.0,2572.0,364.0,24.0,39.0,428.0,2121.0,68.0,2101.0,57.0,2034.0,75.0,1788.0,93.0,1758.0,93.0,2220.0,149.0
06001408800,7257.0,2599.0,3375.0,738.0,40.0,55.0,450.0,5170.0,1835.0,2361.0,620.0,27.0,30.0,297.0,1101.0,52.0,1237.0,28.0,1369.0,43.0,1041.0,77.0,1008.0,71.0,1642.0,163.0
06001408900,3857.0,1045.0,2453.0,188.0,11.0,17.0,143.0,2823.0,850.0,1678.0,157.0,10.0,15.0,113.0,662.0,20.0,683.0,22.0,692.0,26.0,516.0,47.0,509.0,35.0,711.0,82.0
06001409000,4879.0,1562.0,2493.0,388.0,27.0,44.0,365.0,3727.0,1327.0,1714.0,288.0,24.0,41.0,333.0,1086.0,38.0,1128.0,48.0,1016.0,58.0,804.0,67.0,786.0,65.0,1085.0,106.0
06001409100,2472.0,683.0,1507.0,199.0,23.0,10.0,50.0,1782.0,544.0,1041.0,132.0,16.0,3.0,46.0,563.0,11.0,565.0,12.0,558.0,29.0,477.0,26.0,474.0,19.0,662.0,57.0
06001409200,3755.0,1042.0,2241.0,319.0,23.0,29.0,101.0,2726.0,841.0,1532.0,241.0,16.0,13.0,83.0,823.0,19.0,832.0,12.0,818.0,36.0,663.0,33.0,651.0,34.0,1002.0,89.0
06001409300,5701.0,1440.0,3718.0,246.0,13.0,49.0,235.0,4110.0,1159.0,2510.0,211.0,13.0,25.0,192.0,1045.0,27.0,1157.0,33.0,1132.0,34.0,866.0,68.0,849.0,56.0,1639.0,137.0
06001409400,5379.0,974.0,3713.0,465.0,20.0,26.0,181.0,3786.0,759.0,2493.0,349.0,13.0,19.0,153.0,680.0,13.0,789.0,14.0,828.0,41.0,630.0,51.0,621.0,47.0,994.0,112.0
06001409500,4390.0,1087.0,2759.0,248.0,18.0,32.0,246.0,3075.0,808.0,1849.0,197.0,14.0,28.0,179.0,595.0,24.0,603.0,19.0,612.0,32.0,509.0,43.0,504.0,39.0,810.0,89.0
06001409600,5777.0,1498.0,3846.0,259.0,11.0,21.0,142.0,4132.0,1176.0,2628.0,196.0,10.0,12.0,110.0,1075.0,17.0,1032.0,38.0,1113.0,45.0,881.0,71.0,874.0,59.0,1324.0,109.0
06001409700,5523.0,2225.0,2690.0,392.0,26.0,31.0,159.0,3935.0,1648.0,1804.0,300.0,24.0,26.0,133.0,1114.0,40.0,1166.0,37.0,1169.0,45.0,928.0,69.0,928.0,54.0,1355.0,105.0
06001409800,3220.0,1875.0,508.0,288.0,19.0,38.0,492.0,2548.0,1498.0,353.0,224.0,14.0,26.0,433.0,1273.0,46.0,1427.0,36.0,1495.0,61.0,1264.0,91.0,1267.0,74.0,1724.0,125.0
06001409900,3546.0,1706.0,315.0,454.0,31.0,43.0,997.0,2936.0,1418.0,233.0,359.0,14.0,31.0,881.0,2219.0,158.0,2025.0,168.0,2072.0,148.0,1941.0,189.0,1910.0,184.0,2413.0,159.0
06001410000,3031.0,1324.0,358.0,335.0,16.0,45.0,953.0,2461.0,1074.0,260.0,260.0,16.0,32.0,819.0,1624.0,194.0,1635.0,169.0,1614.0,144.0,1520.0,199.0,1511.0,181.0,1772.0,133.0
06001410100,2925.0,1566.0,725.0,280.0,11.0,33.0,310.0,2306.0,1276.0,510.0,218.0,11.0,18.0,273.0,1151.0,50.0,1086.0,36.0,927.0,32.0,936.0,64.0,922.0,55.0,973.0,84.0
06001410200,3679.0,1576.0,1525.0,326.0,13.0,27.0,212.0,2758.0,1260.0,1031.0,255.0,7.0,20.0,185.0,1047.0,27.0,1065.0,11.0,1035.0,34.0,953.0,50.0,935.0,48.0,1223.0,104.0
06001410300,4036.0,959.0,2759.0,221.0,10.0,14.0,73.0,2851.0,708.0,1898.0,160.0,10.0,11.0,64.0,658.0,15.0,637.0,13.0,689.0,23.0,524.0,24.0,507.0,22.0,886.0,75.0
06001410400,4142.0,1447.0,1889.0,509.0,16.0,34.0,247.0,3202.0,1145.0,1376.0,410.0,16.0,30.0,225.0,1272.0,47.0,1235.0,25.0,1244.0,42.0,1022.0,69.0,1006.0,52.0,1168.0,97.0
06001410500,2553.0,1451.0,278.0,365.0,10.0,23.0,426.0,1889.0,1050.0,204.0,294.0,8.0,22.0,311.0,703.0,14.0,709.0,18.0,729.0,20.0,592.0,24.0,571.0,32.0,913.0,59.0
06001420100,2436.0,84.0,229.0,716.0,10.0,54.0,1343.0,1867.0,68.0,172.0,530.0,9.0,39.0,1049.0,1415.0,129.0,1313.0,119.0,1452.0,96.0,1347.0,109.0,1340.0,108.0,1312.0,122.0
06001420200,3234.0,162.0,370.0,1459.0,10.0,48.0,1185.0,2463.0,109.0,254.0,1075.0,10.0,39.0,976.0,1162.0,116.0,1140.0,122.0,1260.0,108.0,1240.0,142.0,1231.0,125.0,1743.0,163.0
06001420301,2593.0,166.0,174.0,1401.0,3.0,23.0,826.0,2010.0,122.0,113.0,1070.0,3.0,18.0,684.0,807.0,141.0,932.0,125.0,380.0,27.0,788.0,112.0,778.0,109.0,903.0,84.0
06001420302,2426.0,124.0,341.0,872.0,13.0,53.0,1023.0,1848.0,87.0,237.0,625.0,13.0,35.0,851.0,1072.0,123.0,619.0,64.0,971.0,108.0,921.0,127.0,909.0,115.0,847.0,79.0
