tract,total_pop_20,bpop_20,hpop_20,asian_nhpi_pop_20,amin_pop_20,other_pop_20,white_pop_20,total_vap_20,bvap_20,hvap_20,asian_nhpi_vap_20,amin_vap_20,other_vap_20,white_vap_20,pres_08_dem,pres_08_rep,pres_12_dem,pres_12_rep,pres_16_dem,pres_16_rep,gov_18_dem,gov_18_rep,ag_18_dem,ag_18_rep,pres_20_dem,pres_20_rep
06073021401,4383.0,444.0,769.0,380.0,50.0,61.0,2679.0,3331.0,299.0,539.0,272.0,39.0,48.0,2134.0,688.0,561.0,721.0,705.0,900.0,625.0,715.0,504.0,683.0,482.0,1348.0,601.0
06073021402,2793.0,82.0,487.0,232.0,43.0,54.0,1895.0,2389.0,70.0,366.0,173.0,41.0,39.0,1700.0,683.0,504.0,678.0,552.0,804.0,471.0,719.0,493.0,729.0,455.0,1203.0,577.0
06073021501,3882.0,59.0,291.0,1207.0,21.0,50.0,2254.0,2860.0,46.0,209.0,832.0,12.0,33.0,1728.0,1001.0,879.0,946.0,943.0,1200.0,627.0,1059.0,780.0,1051.0,728.0,1204.0,566.0
06073021502,9851.0,340.0,1131.0,3694.0,56.0,149.0,4481.0,6696.0,200.0,695.0,2436.0,37.0,95.0,3233.0,917.0,766.0,944.0,1040.0,1456.0,844.0,1226.0,939.0,1213.0,889.0,3149.0,1533.0
06073021600,3584.0,263.0,845.0,214.0,61.0,49.0,2152.0,2863.0,210.0,623.0,144.0,49.0,42.0,1795.0,278.0,446.0,216.0,386.0,262.0,306.0,236.0,322.0,223.0,317.0,809.0,687.0
06073021800,1980.0,30.0,227.0,86.0,10.0,43.0,1584.0,1568.0,19.0,141.0,68.0,10.0,27.0,1303.0,485.0,786.0,474.0,708.0,519.0,545.0,450.0,556.0,421.0,546.0,444.0,378.0
06073021900,2625.0,186.0,1878.0,170.0,28.0,16.0,347.0,2024.0,147.0,1367.0,154.0,22.0,16.0,318.0,309.0,98.0,330.0,91.0,423.0,103.0,419.0,177.0,458.0,135.0,560.0,222.0
06073022000,4526.0,259.0,2456.0,1511.0,21.0,19.0,260.0,3496.0,213.0,1785.0,1239.0,17.0,11.0,231.0,460.0,286.0,529.0,243.0,716.0,231.0,480.0,306.0,509.0,262.0,899.0,509.0
06073022101,2631.0,96.0,299.0,314.0,20.0,35.0,1867.0,2114.0,69.0,219.0,236.0,19.0,21.0,1550.0,590.0,691.0,560.0,779.0,844.0,772.0,669.0,628.0,668.0,596.0,914.0,742.0
06073022102,7024.0,225.0,1676.0,981.0,62.0,98.0,3982.0,5257.0,150.0,1096.0,713.0,50.0,65.0,3183.0,1420.0,1356.0,1181.0,1366.0,1516.0,1148.0,1595.0,1441.0,1598.0,1361.0,2358.0,1509.0
06073990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06075010101,2026.0,95.0,189.0,738.0,12.0,29.0,963.0,1945.0,93.0,170.0,707.0,12.0,29.0,934.0,471.0,103.0,690.0,153.0,755.0,114.0,702.0,143.0,670.0,143.0,778.0,157.0
06075010102,2000.0,220.0,180.0,852.0,5.0,19.0,724.0,1735.0,162.0,145.0,748.0,4.0,19.0,657.0,1025.0,190.0,583.0,127.0,680.0,98.0,596.0,114.0,571.0,111.0,724.0,138.0
06075010201,2468.0,50.0,183.0,338.0,11.0,38.0,1848.0,2277.0,39.0,160.0,303.0,11.0,37.0,1727.0,1309.0,242.0,1159.0,286.0,1439.0,130.0,1212.0,224.0,1200.0,214.0,1403.0,140.0
06075010202,2074.0,42.0,132.0,415.0,7.0,43.0,1435.0,1911.0,40.0,121.0,365.0,7.0,42.0,1336.0,1071.0,270.0,850.0,247.0,1010.0,130.0,866.0,194.0,839.0,198.0,1046.0,151.0
06075010300,4062.0,98.0,252.0,1139.0,18.0,61.0,2494.0,3744.0,78.0,213.0,1052.0,16.0,60.0,2325.0,1855.0,304.0,1530.0,350.0,1876.0,206.0,1672.0,306.0,1621.0,296.0,2006.0,276.0
06075010401,2214.0,33.0,166.0,723.0,9.0,24.0,1259.0,1997.0,31.0,131.0,648.0,9.0,21.0,1157.0,1075.0,176.0,936.0,182.0,1105.0,125.0,915.0,180.0,903.0,170.0,1109.0,134.0
06075010402,2293.0,51.0,175.0,544.0,17.0,33.0,1473.0,2129.0,40.0,154.0,492.0,12.0,29.0,1402.0,1029.0,194.0,931.0,208.0,1059.0,123.0,925.0,176.0,911.0,169.0,1170.0,156.0
06075010500,3234.0,133.0,223.0,1277.0,23.0,49.0,1529.0,2945.0,115.0,171.0,1152.0,15.0,44.0,1448.0,1014.0,299.0,871.0,280.0,1031.0,208.0,933.0,261.0,918.0,251.0,1199.0,263.0
06075010600,3718.0,114.0,321.0,1803.0,15.0,50.0,1415.0,3439.0,101.0,300.0,1629.0,11.0,46.0,1352.0,1413.0,215.0,1212.0,212.0,1379.0,175.0,1144.0,217.0,1123.0,204.0,1479.0,251.0
06075010701,3721.0,126.0,111.0,3218.0,10.0,8.0,248.0,3311.0,104.0,92.0,2864.0,9.0,8.0,234.0,758.0,169.0,654.0,97.0,784.0,103.0,565.0,113.0,513.0,101.0,838.0,209.0
06075010702,1626.0,32.0,130.0,802.0,2.0,11.0,649.0,1477.0,30.0,121.0,702.0,0.0,11.0,613.0,469.0,92.0,478.0,95.0,599.0,64.0,521.0,94.0,499.0,82.0,618.0,94.0
06075010800,4573.0,87.0,253.0,1926.0,13.0,55.0,2239.0,4237.0,70.0,231.0,1751.0,13.0,50.0,2122.0,1941.0,418.0,1570.0,349.0,1890.0,242.0,1707.0,299.0,1630.0,286.0,1948.0,313.0
06075010901,2338.0,36.0,165.0,510.0,12.0,41.0,1574.0,2136.0,29.0,150.0,442.0,9.0,27.0,1479.0,1331.0,199.0,1005.0,225.0,1271.0,103.0,1116.0,176.0,1098.0,163.0,1236.0,145.0
06075010902,2332.0,51.0,204.0,696.0,9.0,21.0,1351.0,2214.0,47.0,183.0,660.0,8.0,20.0,1296.0,980.0,160.0,1026.0,216.0,1246.0,130.0,1062.0,189.0,1026.0,186.0,1256.0,143.0
06075011001,3079.0,78.0,230.0,1285.0,10.0,31.0,1445.0,2877.0,76.0,213.0,1161.0,10.0,24.0,1393.0,1141.0,169.0,986.0,165.0,1198.0,110.0,1200.0,185.0,1131.0,188.0,1302.0,173.0
06075011002,2363.0,77.0,157.0,993.0,8.0,32.0,1096.0,2177.0,64.0,145.0,887.0,7.0,28.0,1046.0,954.0,159.0,779.0,142.0,979.0,106.0,868.0,140.0,828.0,145.0,1040.0,120.0
06075011101,3143.0,93.0,294.0,1185.0,18.0,41.0,1512.0,2975.0,89.0,268.0,1098.0,17.0,37.0,1466.0,1368.0,185.0,1209.0,190.0,1521.0,132.0,1246.0,186.0,1222.0,171.0,1340.0,177.0
06075011102,2504.0,139.0,251.0,977.0,26.0,31.0,1080.0,2392.0,135.0,220.0,929.0,23.0,25.0,1060.0,903.0,108.0,749.0,97.0,911.0,80.0,859.0,118.0,846.0,113.0,995.0,109.0
06075011200,3441.0,91.0,233.0,1133.0,15.0,35.0,1934.0,3243.0,83.0,202.0,1041.0,15.0,34.0,1868.0,1394.0,332.0,1193.0,325.0,1522.0,198.0,1339.0,286.0,1315.0,278.0,1481.0,263.0
06075011300,3068.0,85.0,102.0,2348.0,5.0,11.0,517.0,2767.0,58.0,98.0,2098.0,5.0,10.0,498.0,696.0,185.0,682.0,128.0,788.0,127.0,644.0,137.0,573.0,139.0,774.0,206.0
06075011700,1905.0,168.0,222.0,827.0,14.0,19.0,655.0,1799.0,159.0,211.0,756.0,10.0,14.0,649.0,569.0,121.0,480.0,80.0,586.0,82.0,622.0,115.0,612.0,106.0,620.0,128.0
06075011800,1589.0,28.0,52.0,1350.0,4.0,11.0,144.0,1423.0,20.0,46.0,1198.0,4.0,11.0,144.0,335.0,79.0,305.0,53.0,359.0,60.0,277.0,59.0,239.0,64.0,380.0,108.0
06075011901,2275.0,105.0,216.0,726.0,12.0,44.0,1172.0,2182.0,95.0,202.0,693.0,11.0,35.0,1146.0,999.0,175.0,922.0,160.0,1046.0,119.0,921.0,146.0,923.0,132.0,1025.0,137.0
06075011902,2738.0,119.0,363.0,830.0,26.0,40.0,1360.0,2624.0,114.0,328.0,792.0,26.0,39.0,1325.0,1013.0,138.0,836.0,150.0,1049.0,108.0,982.0,146.0,975.0,137.0,1098.0,150.0
06075012001,2002.0,127.0,354.0,616.0,24.0,28.0,853.0,1899.0,118.0,311.0,587.0,22.0,28.0,833.0,679.0,88.0,636.0,61.0,810.0,64.0,689.0,80.0,669.0,83.0,764.0,74.0
06075012002,2267.0,135.0,358.0,850.0,23.0,40.0,861.0,2136.0,118.0,328.0,793.0,16.0,36.0,845.0,609.0,62.0,498.0,47.0,662.0,50.0,613.0,68.0,619.0,61.0,711.0,80.0
06075012100,3455.0,267.0,503.0,1123.0,45.0,43.0,1474.0,3337.0,265.0,476.0,1070.0,41.0,39.0,1446.0,1365.0,138.0,1119.0,134.0,1361.0,115.0,1162.0,137.0,1150.0,134.0,1361.0,163.0
06075012202,2490.0,320.0,595.0,751.0,29.0,35.0,760.0,2317.0,298.0,521.0,701.0,26.0,31.0,740.0,720.0,79.0,651.0,55.0,742.0,77.0,646.0,93.0,629.0,94.0,663.0,140.0
06075012203,1931.0,208.0,553.0,536.0,16.0,27.0,591.0,1737.0,193.0,469.0,478.0,16.0,23.0,558.0,637.0,56.0,515.0,36.0,583.0,39.0,518.0,51.0,511.0,49.0,528.0,76.0
06075012204,2570.0,164.0,745.0,683.0,22.0,32.0,924.0,2347.0,149.0,614.0,644.0,22.0,29.0,889.0,847.0,72.0,784.0,51.0,884.0,55.0,835.0,86.0,820.0,88.0,793.0,115.0
06075012301,3088.0,495.0,730.0,883.0,75.0,24.0,881.0,2857.0,471.0,631.0,821.0,75.0,15.0,844.0,628.0,106.0,573.0,65.0,664.0,70.0,509.0,67.0,477.0,79.0,679.0,157.0
06075012302,2875.0,275.0,405.0,1094.0,21.0,38.0,1042.0,2766.0,260.0,379.0,1048.0,18.0,35.0,1026.0,801.0,116.0,721.0,66.0,864.0,75.0,829.0,94.0,810.0,95.0,862.0,117.0
06075012403,2157.0,201.0,598.0,802.0,20.0,37.0,499.0,1888.0,182.0,473.0,728.0,15.0,31.0,459.0,463.0,98.0,444.0,44.0,505.0,49.0,399.0,57.0,377.0,62.0,490.0,124.0
06075012404,3849.0,550.0,1728.0,670.0,48.0,44.0,809.0,3345.0,523.0,1362.0,599.0,44.0,41.0,776.0,514.0,82.0,643.0,60.0,829.0,68.0,642.0,79.0,615.0,97.0,710.0,135.0
06075012405,4152.0,427.0,681.0,1222.0,44.0,46.0,1732.0,3852.0,382.0,591.0,1131.0,42.0,46.0,1660.0,609.0,62.0,566.0,63.0,929.0,65.0,1147.0,115.0,1111.0,122.0,1172.0,123.0
06075012406,1936.0,219.0,503.0,675.0,17.0,21.0,501.0,1712.0,187.0,395.0,618.0,12.0,19.0,481.0,463.0,95.0,536.0,92.0,563.0,89.0,493.0,95.0,464.0,95.0,550.0,127.0
06075012502,4482.0,763.0,877.0,1816.0,93.0,50.0,883.0,4245.0,738.0,778.0,1730.0,91.0,43.0,865.0,766.0,209.0,823.0,98.0,810.0,124.0,680.0,136.0,573.0,164.0,727.0,266.0
06075012503,4260.0,726.0,1014.0,1253.0,67.0,46.0,1154.0,3655.0,662.0,808.0,1069.0,56.0,37.0,1023.0,581.0,111.0,638.0,80.0,692.0,102.0,578.0,96.0,486.0,124.0,745.0,176.0
06075012504,2277.0,513.0,407.0,433.0,101.0,18.0,805.0,2223.0,491.0,391.0,428.0,99.0,15.0,799.0,278.0,66.0,321.0,48.0,284.0,41.0,142.0,27.0,122.0,39.0,243.0,63.0
06075012601,2577.0,41.0,231.0,323.0,14.0,47.0,1921.0,2287.0,33.0,193.0,280.0,12.0,37.0,1732.0,1065.0,376.0,827.0,385.0,1134.0,194.0,986.0,277.0,924.0,279.0,1204.0,209.0
06075012602,3058.0,56.0,238.0,399.0,13.0,46.0,2306.0,2693.0,38.0,202.0,348.0,12.0,31.0,2062.0,1106.0,409.0,1002.0,513.0,1324.0,250.0,1055.0,351.0,978.0,364.0,1480.0,302.0
06075012700,3769.0,46.0,267.0,507.0,19.0,59.0,2871.0,3352.0,33.0,214.0,420.0,18.0,51.0,2616.0,1553.0,580.0,1207.0,639.0,1572.0,345.0,1402.0,494.0,1355.0,467.0,1868.0,363.0
06075012801,2742.0,55.0,216.0,372.0,23.0,53.0,2023.0,2380.0,45.0,188.0,309.0,23.0,39.0,1776.0,1184.0,383.0,980.0,501.0,1282.0,221.0,1135.0,332.0,1074.0,338.0,1449.0,261.0
06075012802,1901.0,38.0,110.0,275.0,12.0,17.0,1449.0,1740.0,31.0,95.0,251.0,12.0,14.0,1337.0,686.0,208.0,638.0,283.0,848.0,129.0,746.0,178.0,709.0,176.0,965.0,145.0
06075012901,2853.0,50.0,204.0,505.0,16.0,39.0,2039.0,2651.0,45.0,184.0,451.0,16.0,39.0,1916.0,1266.0,321.0,1012.0,356.0,1307.0,157.0,1263.0,242.0,1223.0,234.0,1428.0,183.0
06075012902,3667.0,89.0,287.0,624.0,22.0,52.0,2593.0,3388.0,72.0,254.0,559.0,22.0,51.0,2430.0,1596.0,377.0,1329.0,438.0,1719.0,216.0,1490.0,329.0,1407.0,336.0,1804.0,295.0
06075013001,2405.0,59.0,174.0,383.0,11.0,23.0,1755.0,2175.0,42.0,149.0,343.0,11.0,22.0,1608.0,1074.0,258.0,883.0,279.0,1222.0,157.0,1034.0,258.0,988.0,258.0,1141.0,186.0
06075013002,2144.0,37.0,119.0,356.0,8.0,42.0,1582.0,1926.0,26.0,107.0,302.0,4.0,31.0,1456.0,1007.0,283.0,743.0,316.0,968.0,161.0,829.0,222.0,773.0,226.0,1022.0,176.0
06075013101,4197.0,106.0,327.0,929.0,25.0,52.0,2758.0,3863.0,89.0,293.0,839.0,25.0,49.0,2568.0,2346.0,464.0,1707.0,484.0,2137.0,211.0,1892.0,358.0,1830.0,352.0,2180.0,247.0
06075013102,2938.0,67.0,256.0,534.0,14.0,68.0,1999.0,2676.0,55.0,227.0,477.0,14.0,53.0,1850.0,1025.0,261.0,1133.0,364.0,1469.0,183.0,1317.0,279.0,1275.0,273.0,1506.0,202.0
06075013200,4464.0,90.0,289.0,684.0,13.0,72.0,3316.0,3826.0,70.0,238.0,574.0,12.0,62.0,2870.0,1980.0,588.0,1685.0,696.0,2269.0,348.0,1871.0,478.0,1759.0,492.0,2350.0,358.0
06075013300,4344.0,94.0,273.0,713.0,8.0,77.0,3179.0,3474.0,71.0,219.0,522.0,3.0,60.0,2599.0,2062.0,532.0,1774.0,698.0,2266.0,293.0,1910.0,473.0,1825.0,482.0,2393.0,309.0
06075013401,1623.0,48.0,115.0,300.0,2.0,26.0,1132.0,1419.0,41.0,95.0,268.0,2.0,19.0,994.0,811.0,126.0,658.0,157.0,846.0,72.0,781.0,100.0,745.0,100.0,894.0,72.0
06075013402,2253.0,52.0,153.0,415.0,22.0,33.0,1578.0,1943.0,48.0,129.0,338.0,15.0,22.0,1391.0,1136.0,203.0,960.0,283.0,1187.0,111.0,1104.0,169.0,1043.0,184.0,1241.0,116.0
06075013500,2912.0,107.0,216.0,618.0,14.0,50.0,1907.0,2626.0,94.0,196.0,524.0,13.0,44.0,1755.0,1420.0,240.0,1153.0,261.0,1423.0,116.0,1282.0,213.0,1244.0,203.0,1561.0,153.0
06075015100,3104.0,113.0,248.0,1070.0,19.0,39.0,1615.0,2967.0,107.0,239.0,999.0,19.0,33.0,1570.0,1174.0,234.0,1011.0,216.0,1243.0,147.0,1279.0,188.0,1224.0,199.0,1515.0,214.0
06075015201,1888.0,101.0,178.0,544.0,12.0,24.0,1029.0,1778.0,94.0,160.0,510.0,10.0,24.0,980.0,784.0,149.0,715.0,131.0,883.0,72.0,744.0,111.0,726.0,110.0,886.0,107.0
06075015202,2286.0,103.0,161.0,644.0,14.0,29.0,1335.0,2073.0,85.0,135.0,582.0,14.0,26.0,1231.0,1142.0,151.0,990.0,179.0,1192.0,97.0,1106.0,165.0,1070.0,162.0,1243.0,119.0
06075015300,2387.0,141.0,206.0,466.0,13.0,52.0,1509.0,2141.0,131.0,184.0,416.0,7.0,46.0,1357.0,1099.0,125.0,946.0,162.0,1167.0,65.0,1089.0,135.0,1076.0,124.0,1311.0,78.0
06075015401,3659.0,177.0,294.0,1086.0,23.0,50.0,2029.0,3215.0,149.0,261.0,972.0,19.0,34.0,1780.0,1444.0,229.0,1429.0,284.0,1710.0,159.0,1575.0,247.0,1530.0,238.0,1869.0,205.0
06075015402,2541.0,82.0,212.0,552.0,13.0,40.0,1642.0,2096.0,63.0,165.0,445.0,10.0,23.0,1390.0,1238.0,264.0,996.0,243.0,1241.0,142.0,1181.0,228.0,1138.0,224.0,1365.0,174.0
06075015500,3899.0,381.0,365.0,1479.0,16.0,56.0,1602.0,3641.0,331.0,304.0,1401.0,15.0,53.0,1537.0,1414.0,265.0,1433.0,191.0,1713.0,155.0,1429.0,179.0,1375.0,189.0,1535.0,200.0
06075015600,3274.0,132.0,324.0,1172.0,4.0,66.0,1576.0,2885.0,118.0,289.0,1015.0,2.0,52.0,1409.0,1265.0,192.0,1164.0,159.0,1338.0,138.0,1349.0,183.0,1336.0,167.0,1622.0,187.0
06075015701,4882.0,335.0,746.0,1551.0,13.0,315.0,1922.0,4575.0,310.0,724.0,1433.0,12.0,309.0,1787.0,1398.0,227.0,1348.0,245.0,1522.0,177.0,1394.0,196.0,1380.0,176.0,1410.0,190.0
06075015702,3220.0,189.0,267.0,867.0,19.0,91.0,1787.0,2865.0,160.0,233.0,740.0,15.0,75.0,1642.0,1737.0,179.0,1511.0,146.0,1722.0,109.0,1596.0,153.0,1599.0,141.0,1794.0,121.0
06075015801,3869.0,940.0,410.0,983.0,22.0,45.0,1469.0,3277.0,742.0,315.0,833.0,19.0,43.0,1325.0,1841.0,101.0,1696.0,90.0,1856.0,80.0,1622.0,118.0,1585.0,123.0,1924.0,158.0
06075015802,3116.0,326.0,303.0,518.0,22.0,51.0,1896.0,2844.0,285.0,274.0,451.0,17.0,46.0,1771.0,1782.0,86.0,1649.0,79.0,1798.0,64.0,1681.0,106.0,1686.0,99.0,1847.0,89.0
06075015900,4630.0,565.0,438.0,2023.0,22.0,87.0,1495.0,4157.0,467.0,370.0,1837.0,20.0,80.0,1383.0,1629.0,272.0,1332.0,211.0,1506.0,169.0,1405.0,195.0,1355.0,193.0,1718.0,270.0
06075016000,2969.0,253.0,353.0,1074.0,35.0,43.0,1211.0,2846.0,234.0,342.0,1008.0,35.0,40.0,1187.0,1077.0,140.0,1030.0,121.0,1217.0,127.0,1050.0,138.0,1040.0,132.0,1123.0,186.0
06075016101,2780.0,662.0,166.0,812.0,19.0,36.0,1085.0,2530.0,544.0,149.0,741.0,18.0,32.0,1046.0,935.0,207.0,957.0,176.0,960.0,178.0,872.0,169.0,838.0,178.0,1046.0,323.0
06075016102,2880.0,1387.0,332.0,901.0,16.0,43.0,201.0,2424.0,1135.0,242.0,812.0,16.0,33.0,186.0,1110.0,158.0,939.0,102.0,916.0,81.0,799.0,94.0,745.0,104.0,1071.0,175.0
06075016200,3672.0,317.0,453.0,1037.0,29.0,68.0,1768.0,3421.0,270.0,409.0,941.0,29.0,66.0,1706.0,1330.0,120.0,1330.0,81.0,1594.0,74.0,1625.0,130.0,1615.0,130.0,1736.0,149.0
06075016300,4296.0,814.0,459.0,897.0,29.0,59.0,2038.0,3827.0,615.0,414.0,811.0,24.0,55.0,1908.0,2417.0,122.0,2162.0,109.0,2385.0,79.0,1972.0,110.0,1967.0,111.0,2191.0,147.0
06075016400,3920.0,341.0,477.0,701.0,28.0,52.0,2321.0,3638.0,306.0,422.0,655.0,23.0,45.0,2187.0,2274.0,97.0,2016.0,101.0,2211.0,87.0,2032.0,131.0,2030.0,122.0,2157.0,117.0
06075016500,5171.0,379.0,577.0,952.0,38.0,137.0,3088.0,4556.0,288.0,471.0,830.0,36.0,117.0,2814.0,3043.0,163.0,2662.0,148.0,3084.0,92.0,2705.0,153.0,2702.0,146.0,3043.0,132.0
06075016601,3133.0,151.0,329.0,558.0,20.0,69.0,2006.0,2887.0,133.0,294.0,517.0,19.0,65.0,1859.0,1899.0,66.0,1717.0,62.0,1913.0,52.0,1790.0,82.0,1785.0,82.0,1931.0,64.0
06075016602,2350.0,102.0,287.0,385.0,26.0,36.0,1514.0,2172.0,100.0,257.0,351.0,18.0,32.0,1414.0,1349.0,56.0,1168.0,48.0,1329.0,51.0,1326.0,68.0,1323.0,72.0,1388.0,57.0
06075016700,4835.0,277.0,500.0,736.0,32.0,106.0,3184.0,4377.0,240.0,439.0,648.0,31.0,90.0,2929.0,3049.0,104.0,2854.0,99.0,3098.0,61.0,2845.0,142.0,2849.0,130.0,3182.0,93.0
06075016801,4282.0,397.0,569.0,886.0,24.0,76.0,2330.0,3910.0,351.0,465.0,811.0,24.0,70.0,2189.0,2071.0,62.0,1850.0,60.0,2261.0,62.0,2043.0,89.0,2036.0,87.0,2388.0,99.0
06075016802,3928.0,430.0,565.0,885.0,35.0,85.0,1928.0,3581.0,350.0,487.0,802.0,35.0,71.0,1836.0,1853.0,79.0,1766.0,69.0,2107.0,61.0,1883.0,110.0,1880.0,102.0,2073.0,94.0
06075016900,3425.0,165.0,358.0,609.0,25.0,67.0,2201.0,3145.0,147.0,326.0,549.0,24.0,62.0,2037.0,2141.0,71.0,2066.0,73.0,2174.0,39.0,1999.0,84.0,1976.0,90.0,2140.0,75.0
06075017000,4088.0,102.0,382.0,650.0,35.0,88.0,2831.0,3702.0,96.0,327.0,560.0,28.0,72.0,2619.0,2626.0,151.0,2450.0,152.0,2686.0,100.0,2468.0,154.0,2446.0,162.0,2672.0,101.0
06075017101,3766.0,146.0,331.0,488.0,22.0,79.0,2700.0,3151.0,109.0,260.0,375.0,18.0,74.0,2315.0,2319.0,133.0,2019.0,147.0,2304.0,80.0,2114.0,124.0,2081.0,140.0,2353.0,92.0
06075017102,3798.0,200.0,322.0,535.0,27.0,71.0,2643.0,3274.0,165.0,276.0,432.0,22.0,62.0,2317.0,2293.0,88.0,2072.0,123.0,2257.0,70.0,2155.0,125.0,2149.0,119.0,2370.0,89.0
06075017602,3649.0,606.0,553.0,1426.0,54.0,40.0,970.0,3384.0,591.0,493.0,1275.0,54.0,40.0,931.0,794.0,133.0,739.0,83.0,887.0,97.0,774.0,109.0,729.0,127.0,894.0,168.0
06075017603,5518.0,558.0,873.0,2232.0,51.0,68.0,1736.0,4914.0,470.0,693.0,1977.0,46.0,63.0,1665.0,445.0,55.0,665.0,74.0,1343.0,125.0,1341.0,167.0,1297.0,178.0,1600.0,258.0
06075017604,4008.0,572.0,657.0,1418.0,42.0,50.0,1269.0,3712.0,524.0,555.0,1329.0,38.0,40.0,1226.0,734.0,108.0,584.0,67.0,681.0,73.0,847.0,120.0,822.0,118.0,1095.0,136.0
06075017700,2841.0,338.0,721.0,667.0,28.0,48.0,1039.0,2568.0,310.0,588.0,599.0,24.0,43.0,1004.0,863.0,75.0,752.0,58.0,1056.0,68.0,878.0,79.0,872.0,78.0,1038.0,101.0
06075017801,3567.0,166.0,166.0,2333.0,7.0,29.0,866.0,3447.0,155.0,151.0,2266.0,7.0,26.0,842.0,1243.0,326.0,1197.0,230.0,1315.0,155.0,1108.0,202.0,1003.0,215.0,1236.0,302.0
06075017803,2254.0,271.0,374.0,757.0,23.0,19.0,810.0,2113.0,244.0,343.0,712.0,23.0,19.0,772.0,498.0,42.0,524.0,38.0,579.0,38.0,713.0,67.0,704.0,63.0,802.0,79.0
06075017804,4752.0,448.0,655.0,1873.0,44.0,84.0,1648.0,4385.0,394.0,583.0,1690.0,44.0,79.0,1595.0,1248.0,130.0,1204.0,94.0,1435.0,94.0,1395.0,169.0,1344.0,170.0,1659.0,188.0
06075017903,2747.0,553.0,702.0,647.0,42.0,41.0,762.0,2364.0,401.0,589.0,592.0,34.0,28.0,720.0,671.0,51.0,569.0,33.0,489.0,38.0,435.0,43.0,410.0,51.0,607.0,89.0
06075018000,4758.0,760.0,631.0,1603.0,37.0,60.0,1667.0,4436.0,729.0,555.0,1478.0,31.0,56.0,1587.0,1448.0,125.0,1237.0,161.0,1371.0,89.0,1303.0,162.0,1295.0,145.0,1626.0,133.0
06075020101,3841.0,326.0,1194.0,954.0,50.0,52.0,1265.0,3464.0,308.0,942.0,884.0,42.0,50.0,1238.0,1038.0,96.0,929.0,69.0,1193.0,65.0,1136.0,107.0,1142.0,92.0,1287.0,126.0
06075020102,3081.0,371.0,1201.0,630.0,39.0,37.0,803.0,2802.0,359.0,1013.0,572.0,39.0,37.0,782.0,904.0,103.0,914.0,66.0,1145.0,67.0,919.0,70.0,908.0,71.0,954.0,114.0
06075020201,2494.0,164.0,646.0,576.0,20.0,50.0,1038.0,2288.0,139.0,554.0,536.0,20.0,43.0,996.0,1278.0,103.0,1192.0,84.0,1240.0,66.0,1074.0,79.0,1066.0,84.0,1224.0,96.0
06075020202,3914.0,321.0,831.0,983.0,37.0,59.0,1683.0,3534.0,258.0,697.0,908.0,32.0,52.0,1587.0,1858.0,129.0,1897.0,103.0,2110.0,97.0,1820.0,127.0,1812.0,119.0,2011.0,154.0
06075020300,3624.0,134.0,493.0,776.0,18.0,78.0,2125.0,3350.0,124.0,444.0,712.0,13.0,75.0,1982.0,2138.0,74.0,1940.0,70.0,2068.0,57.0,2021.0,104.0,2033.0,76.0,2205.0,86.0
06075020401,3235.0,89.0,312.0,617.0,17.0,56.0,2144.0,2924.0,76.0,280.0,517.0,17.0,51.0,1983.0,2058.0,126.0,1771.0,103.0,1994.0,70.0,1930.0,116.0,1906.0,126.0,2114.0,85.0
06075020402,4547.0,204.0,568.0,967.0,33.0,94.0,2681.0,4166.0,180.0,517.0,842.0,33.0,81.0,2513.0,2196.0,184.0,2291.0,182.0,2540.0,169.0,2328.0,208.0,2283.0,215.0,2692.0,193.0
06075020500,2663.0,79.0,261.0,470.0,19.0,37.0,1797.0,2374.0,54.0,228.0,410.0,19.0,29.0,1634.0,1774.0,88.0,1700.0,84.0,1769.0,70.0,1727.0,97.0,1710.0,105.0,1773.0,70.0
06075020601,2906.0,122.0,336.0,518.0,18.0,45.0,1867.0,2677.0,96.0,314.0,466.0,18.0,40.0,1743.0,1863.0,84.0,1752.0,78.0,1822.0,56.0,1719.0,88.0,1704.0,93.0,1871.0,66.0
06075020602,2272.0,67.0,197.0,398.0,8.0,21.0,1581.0,2062.0,56.0,174.0,360.0,8.0,19.0,1445.0,1464.0,85.0,1345.0,79.0,1421.0,45.0,1358.0,81.0,1346.0,82.0,1466.0,62.0
06075020701,2987.0,129.0,452.0,499.0,21.0,58.0,1828.0,2680.0,109.0,382.0,435.0,20.0,48.0,1686.0,1967.0,68.0,1626.0,75.0,1815.0,61.0,1649.0,82.0,1641.0,85.0,1877.0,72.0
06075020702,2520.0,86.0,437.0,554.0,16.0,57.0,1370.0,2247.0,78.0,357.0,490.0,15.0,47.0,1260.0,1394.0,87.0,1245.0,55.0,1275.0,45.0,1305.0,70.0,1307.0,66.0,1334.0,66.0
06075020801,3618.0,123.0,1467.0,725.0,33.0,53.0,1217.0,3221.0,101.0,1222.0,676.0,33.0,48.0,1141.0,1429.0,157.0,1263.0,101.0,1531.0,95.0,1302.0,113.0,1306.0,92.0,1491.0,151.0
06075020802,3143.0,115.0,1471.0,572.0,24.0,31.0,930.0,2775.0,93.0,1236.0,516.0,22.0,30.0,878.0,851.0,71.0,993.0,53.0,1079.0,44.0,937.0,57.0,935.0,63.0,1064.0,84.0
